165	46.95151515
169	48.03550296
166	46.79518072
36	69.80555556
38	66.55263158
39	67.94871795
115	38.52173913
121	38.24793388
125	38.168
91	66.93406593
87	66.73563218
72	58.36111111
76	52.42105263
99	47.66666667
53	44.79245283
23	23
19	23.10526316
18	23.83333333
25	63.68
30	58.33333333
34	56.88235294
36	58.25
39	65.53846154
31	66.67741935
67	62.68656716
69	61.76811594
22	22.59090909
78	69.48717949
89	64.25842697
88	63.30681818
107	25.24299065
102	22.60784314
97	28.6185567
111	30.03603604
106	32.14150943
110	30.58181818
24	84.75
34	70.85294118
34	75.55882353
